,AllTags,tags_list,corrected_tags_list,.net,asp.net,c,c#,c++,css,database,html,java,javascript,language-agnostic,linux,mysql,performance,php,python,ruby,sql,sql-server,svn,unit-testing,visual-studio,windows,winforms,xml
779,svn tortoisesvn,"['svn', 'tortoisesvn']",['svn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
780,monitor alert,"['monitor', 'alert']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,exception lucene,"['exception', 'lucene']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,c# multithreading locking,"['c#', 'multithreading', 'locking']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,visual-studio refactoring methods,"['visual-studio', 'refactoring', 'methods']",['visual-studio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
784,c# winforms controls,"['c#', 'winforms', 'controls']","['c#', 'winforms']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
785,java spring jakarta-ee aop,"['java', 'spring', 'jakarta-ee', 'aop']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,.net windows,"['.net', 'windows']","['.net', 'windows']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
787,java xml java-me mobile,"['java', 'xml', 'java-me', 'mobile']","['java', 'xml']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
788,c# .net vb.net winforms controls,"['c#', '.net', 'vb.net', 'winforms', 'controls']","['c#', '.net', 'winforms']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
789,c# generics primitive type-safety,"['c#', 'generics', 'primitive', 'type-safety']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,.net entity-framework linq-to-sql,"['.net', 'entity-framework', 'linq-to-sql']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,php date strtotime,"['php', 'date', 'strtotime']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
792,c# user-controls windows-mobile,"['c#', 'user-controls', 'windows-mobile']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,python xml dom xpath python-2.x,"['python', 'xml', 'dom', 'xpath', 'python-2.x']","['python', 'xml']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
794,exception executable mixed unhandled,"['exception', 'executable', 'mixed', 'unhandled']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,database logging instrumentation,"['database', 'logging', 'instrumentation']",['database'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,.net powershell command-line scripting,"['.net', 'powershell', 'command-line', 'scripting']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,php http ftp pear server-response,"['php', 'http', 'ftp', 'pear', 'server-response']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
798,.net timer,"['.net', 'timer']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,svn version-control,"['svn', 'version-control']",['svn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
800,c++ python linux,"['c++', 'python', 'linux']","['c++', 'python', 'linux']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
801,iphone web-applications dashcode,"['iphone', 'web-applications', 'dashcode']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,c# .net midi,"['c#', '.net', 'midi']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,ant build-process,"['ant', 'build-process']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,mysql stored-procedures,"['mysql', 'stored-procedures']",['mysql'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
805,c# data-structures collections,"['c#', 'data-structures', 'collections']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,php null,"['php', 'null']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
807,fogbugz,['fogbugz'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,c# database,"['c#', 'database']","['c#', 'database']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,php database postgresql phppgadmin,"['php', 'database', 'postgresql', 'phppgadmin']","['php', 'database']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
810,c# c++ windows 64-bit memcached,"['c#', 'c++', 'windows', '64-bit', 'memcached']","['c#', 'c++', 'windows']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
811,c# .net-1.1,"['c#', '.net-1.1']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,flash actionscript-3 sockets xmlsocket,"['flash', 'actionscript-3', 'sockets', 'xmlsocket']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,c# generics primitive type-safety,"['c#', 'generics', 'primitive', 'type-safety']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,python mp3 metadata,"['python', 'mp3', 'metadata']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
815,sql-server database filesystems storage,"['sql-server', 'database', 'filesystems', 'storage']","['sql-server', 'database']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
816,c# .net .net-3.5 wia image-scanner,"['c#', '.net', '.net-3.5', 'wia', 'image-scanner']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,java spring workflow,"['java', 'spring', 'workflow']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,objective-c macos webcam isight,"['objective-c', 'macos', 'webcam', 'isight']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,c# .net sql,"['c#', '.net', 'sql']","['c#', '.net', 'sql']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
820,perl conditional-operator operator-precedence,"['perl', 'conditional-operator', 'operator-precedence']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,asp.net html encoding,"['asp.net', 'html', 'encoding']","['asp.net', 'html']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,iis ssl,"['iis', 'ssl']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,c# hidden-features,"['c#', 'hidden-features']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,java testng,"['java', 'testng']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,ms-access active-directory,"['ms-access', 'active-directory']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,search logging grep command-line-interface,"['search', 'logging', 'grep', 'command-line-interface']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,.net video audio mp3,"['.net', 'video', 'audio', 'mp3']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,javascript bookmarklet bookmarks,"['javascript', 'bookmarklet', 'bookmarks']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,mysql select wildcard,"['mysql', 'select', 'wildcard']",['mysql'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
830,c# configuration enterprise-library,"['c#', 'configuration', 'enterprise-library']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,bug-tracking fogbugz ontime,"['bug-tracking', 'fogbugz', 'ontime']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,vb.net file-extension,"['vb.net', 'file-extension']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,c# .net dependencies,"['c#', '.net', 'dependencies']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,windows multithreading file-io,"['windows', 'multithreading', 'file-io']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
835,.net debugging il,"['.net', 'debugging', 'il']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,backup offsite,"['backup', 'offsite']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,architecture,['architecture'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,apache-flex actionscript-3 firefox,"['apache-flex', 'actionscript-3', 'firefox']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,version-control perforce,"['version-control', 'perforce']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,linux macos ssh sftp,"['linux', 'macos', 'ssh', 'sftp']",['linux'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
841,javascript functional-programming data-manipulation client-side,"['javascript', 'functional-programming', 'data-manipulation', 'client-side']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,javascript internet-explorer events internet-explorer-7,"['javascript', 'internet-explorer', 'events', 'internet-explorer-7']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,c# regex perl,"['c#', 'regex', 'perl']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,c# .net automatic-properties,"['c#', '.net', 'automatic-properties']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,c# .net winforms visual-studio-2008 visual-studio-2005,"['c#', '.net', 'winforms', 'visual-studio-2008', 'visual-studio-2005']","['c#', '.net', 'winforms']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
846,c++ oop class syntax static,"['c++', 'oop', 'class', 'syntax', 'static']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,asp.net javascript,"['asp.net', 'javascript']","['asp.net', 'javascript']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,windows explorer windows-shell,"['windows', 'explorer', 'windows-shell']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
849,java ajax jsf icefaces,"['java', 'ajax', 'jsf', 'icefaces']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,http iis iis-7 cookies windows-vista,"['http', 'iis', 'iis-7', 'cookies', 'windows-vista']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,c# .net deployment ilmerge,"['c#', '.net', 'deployment', 'ilmerge']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,asp.net vb.net datagrid report,"['asp.net', 'vb.net', 'datagrid', 'report']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,c function pointers syntax parameters,"['c', 'function', 'pointers', 'syntax', 'parameters']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,user-interface oop coding-style,"['user-interface', 'oop', 'coding-style']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,javascript asp.net events listener,"['javascript', 'asp.net', 'events', 'listener']","['javascript', 'asp.net']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,html mobile responsive-design wap wml,"['html', 'mobile', 'responsive-design', 'wap', 'wml']",['html'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,php continuous-integration openbsd xinc,"['php', 'continuous-integration', 'openbsd', 'xinc']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
858,.net web-services rest,"['.net', 'web-services', 'rest']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,asp.net postback,"['asp.net', 'postback']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,c# visual-studio,"['c#', 'visual-studio']","['c#', 'visual-studio']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
861,c# .net .net-3.5,"['c#', '.net', '.net-3.5']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,sharepoint deployment production,"['sharepoint', 'deployment', 'production']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,c++ c cross-platform makefile,"['c++', 'c', 'cross-platform', 'makefile']","['c++', 'c']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,wpf,['wpf'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,visual-studio,['visual-studio'],['visual-studio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
866,sql mysql,"['sql', 'mysql']","['sql', 'mysql']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
867,cross-browser svg vector-graphics vml,"['cross-browser', 'svg', 'vector-graphics', 'vml']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,wpf xaml .net-3.5,"['wpf', 'xaml', '.net-3.5']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,lisp scheme,"['lisp', 'scheme']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,c# multithreading,"['c#', 'multithreading']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,c++ windows winapi,"['c++', 'windows', 'winapi']","['c++', 'windows']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
872,c# arrays duplicates,"['c#', 'arrays', 'duplicates']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,sql database-design design-patterns dynamic-sql table-structure,"['sql', 'database-design', 'design-patterns', 'dynamic-sql', 'table-structure']",['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
874,c# .net,"['c#', '.net']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,open-source windows-mobile ocr,"['open-source', 'windows-mobile', 'ocr']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,language-agnostic,['language-agnostic'],['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,asp.net email,"['asp.net', 'email']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,sql-server database oracle-xe,"['sql-server', 'database', 'oracle-xe']","['sql-server', 'database']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
879,c# asp.net,"['c#', 'asp.net']","['c#', 'asp.net']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,javascript drag-and-drop mootools,"['javascript', 'drag-and-drop', 'mootools']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,c# erp,"['c#', 'erp']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,.net windows linux user-interface,"['.net', 'windows', 'linux', 'user-interface']","['.net', 'windows', 'linux']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
883,content-management-system,['content-management-system'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,algorithm parsing logging printf normalizing,"['algorithm', 'parsing', 'logging', 'printf', 'normalizing']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,multithreading concurrency,"['multithreading', 'concurrency']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,eclipse groovy junit,"['eclipse', 'groovy', 'junit']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,c++ generics iteration containers,"['c++', 'generics', 'iteration', 'containers']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,sql sql-server sql-server-2005,"['sql', 'sql-server', 'sql-server-2005']","['sql', 'sql-server']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
889,wcf silverlight compression gzip,"['wcf', 'silverlight', 'compression', 'gzip']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,javascript animation,"['javascript', 'animation']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,java data-structures linked-list,"['java', 'data-structures', 'linked-list']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,c++ windows user-interface mfc,"['c++', 'windows', 'user-interface', 'mfc']","['c++', 'windows']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
893,html,['html'],['html'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,windows macos command-line terminal,"['windows', 'macos', 'command-line', 'terminal']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
895,python,['python'],['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
896,regex emacs lisp,"['regex', 'emacs', 'lisp']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,.net sql linq pagination,"['.net', 'sql', 'linq', 'pagination']","['.net', 'sql']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
898,php unit-testing phpunit,"['php', 'unit-testing', 'phpunit']","['php', 'unit-testing']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
899,string optimization language-agnostic compiler-construction,"['string', 'optimization', 'language-agnostic', 'compiler-construction']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,browser png transparency,"['browser', 'png', 'transparency']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,asp.net,['asp.net'],['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,c# .net multithreading design-decisions,"['c#', '.net', 'multithreading', 'design-decisions']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,performance aptana jaxer,"['performance', 'aptana', 'jaxer']",['performance'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
904,asp.net-mvc validation,"['asp.net-mvc', 'validation']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,svn,['svn'],['svn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
906,compact-framework windows-ce,"['compact-framework', 'windows-ce']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,powershell scripting command-line moss wss,"['powershell', 'scripting', 'command-line', 'moss', 'wss']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,ruby string io buffer,"['ruby', 'string', 'io', 'buffer']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
909,c performance hex strtol,"['c', 'performance', 'hex', 'strtol']","['c', 'performance']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
910,winforms multithreading,"['winforms', 'multithreading']",['winforms'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
911,javascript html css,"['javascript', 'html', 'css']","['javascript', 'html', 'css']",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,c# .net ms-word openxml,"['c#', '.net', 'ms-word', 'openxml']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,configuration iis-7 impersonation,"['configuration', 'iis-7', 'impersonation']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,c architecture command-line io,"['c', 'architecture', 'command-line', 'io']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,c# .net winforms,"['c#', '.net', 'winforms']","['c#', '.net', 'winforms']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
916,c# data-structures set,"['c#', 'data-structures', 'set']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,editor touch-typing,"['editor', 'touch-typing']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,graphics interpolation bezier curve,"['graphics', 'interpolation', 'bezier', 'curve']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,javascript browser,"['javascript', 'browser']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,unit-testing performance,"['unit-testing', 'performance']","['unit-testing', 'performance']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
921,oracle connection tnsnames tns,"['oracle', 'connection', 'tnsnames', 'tns']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,php windows iis portability lamp,"['php', 'windows', 'iis', 'portability', 'lamp']","['php', 'windows']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
923,.net linq entity-framework linq-to-entities,"['.net', 'linq', 'entity-framework', 'linq-to-entities']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,c# reflection,"['c#', 'reflection']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,php postgresql,"['php', 'postgresql']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
926,windows git cygwin editor,"['windows', 'git', 'cygwin', 'editor']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
927,binding dynamic-binding static-binding,"['binding', 'dynamic-binding', 'static-binding']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,java xml stax,"['java', 'xml', 'stax']","['java', 'xml']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
929,sql-server optimization,"['sql-server', 'optimization']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
930,regex,['regex'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,mysql sql-server tsql,"['mysql', 'sql-server', 'tsql']","['mysql', 'sql-server']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
932,msbuild build-process build-automation nant,"['msbuild', 'build-process', 'build-automation', 'nant']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,powershell,['powershell'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,c# .net profiling profiler,"['c#', '.net', 'profiling', 'profiler']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,c# asp.net icalendar,"['c#', 'asp.net', 'icalendar']","['c#', 'asp.net']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,c# asp.net asp.net-mvc outputcache,"['c#', 'asp.net', 'asp.net-mvc', 'outputcache']","['c#', 'asp.net']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,c macos memory ptrace,"['c', 'macos', 'memory', 'ptrace']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
