,AllTags,tags_list,corrected_tags_list
943,asp.net visual-studio web-site-project web-application-project,"['asp.net', 'visual-studio', 'web-site-project', 'web-application-project']","['asp.net', 'visual-studio']"
944,ruby-on-rails ruby,"['ruby-on-rails', 'ruby']",['ruby']
945,sql sql-server,"['sql', 'sql-server']","['sql', 'sql-server']"
946,.net database connection connection-string,"['.net', 'database', 'connection', 'connection-string']","['.net', 'database']"
947,sql-server database tsql datetime,"['sql-server', 'database', 'tsql', 'datetime']","['sql-server', 'database']"
948,ios objective-c cocoa-touch sms,"['ios', 'objective-c', 'cocoa-touch', 'sms']",[]
949,c# .net linq datatable .net-3.5,"['c#', '.net', 'linq', 'datatable', '.net-3.5']","['c#', '.net']"
950,.net n-tier-architecture,"['.net', 'n-tier-architecture']",['.net']
951,actionscript-3 apache-flex drag-and-drop,"['actionscript-3', 'apache-flex', 'drag-and-drop']",[]
952,html css html-lists roman-numerals,"['html', 'css', 'html-lists', 'roman-numerals']","['html', 'css']"
953,c++ emacs,"['c++', 'emacs']",['c++']
954,c# c++ winforms mfc user-interface,"['c#', 'c++', 'winforms', 'mfc', 'user-interface']","['c#', 'c++', 'winforms']"
955,c# .net winforms,"['c#', '.net', 'winforms']","['c#', '.net', 'winforms']"
956,sql-server fillfactor,"['sql-server', 'fillfactor']",['sql-server']
957,.net asp.net svn,"['.net', 'asp.net', 'svn']","['.net', 'asp.net', 'svn']"
958,c# .net unit-testing,"['c#', '.net', 'unit-testing']","['c#', '.net', 'unit-testing']"
959,java .net ikvm gnu-classpath,"['java', '.net', 'ikvm', 'gnu-classpath']","['java', '.net']"
960,c++ stack heap,"['c++', 'stack', 'heap']",['c++']
961,php apache upload,"['php', 'apache', 'upload']",['php']
962,visual-studio tfs,"['visual-studio', 'tfs']",['visual-studio']
963,sql alias,"['sql', 'alias']",['sql']
964,excel vba user-defined-functions,"['excel', 'vba', 'user-defined-functions']",[]
965,c++ python unit-testing code-generation swig,"['c++', 'python', 'unit-testing', 'code-generation', 'swig']","['c++', 'python', 'unit-testing']"
966,perl reference types,"['perl', 'reference', 'types']",[]
967,java byte unsigned signed,"['java', 'byte', 'unsigned', 'signed']",['java']
968,iphone wiki mobile-website,"['iphone', 'wiki', 'mobile-website']",[]
969,c++ windows-xp networking windows-nt,"['c++', 'windows-xp', 'networking', 'windows-nt']",['c++']
970,ruby graphics drawing,"['ruby', 'graphics', 'drawing']",['ruby']
971,c# linq linq-to-sql .net-3.5,"['c#', 'linq', 'linq-to-sql', '.net-3.5']",['c#']
972,.net frameworks dependencies,"['.net', 'frameworks', 'dependencies']",['.net']
973,web-services rest asp-classic,"['web-services', 'rest', 'asp-classic']",[]
974,user-interface design-patterns,"['user-interface', 'design-patterns']",[]
975,c# asp.net user-controls attributes,"['c#', 'asp.net', 'user-controls', 'attributes']","['c#', 'asp.net']"
976,c# .net wpf data-binding collections,"['c#', '.net', 'wpf', 'data-binding', 'collections']","['c#', '.net']"
977,objective-c cocoa events,"['objective-c', 'cocoa', 'events']",[]
978,xml vba parsing xml-parsing,"['xml', 'vba', 'parsing', 'xml-parsing']",['xml']
979,winforms text formatting label,"['winforms', 'text', 'formatting', 'label']",['winforms']
980,.net winforms animation,"['.net', 'winforms', 'animation']","['.net', 'winforms']"
981,c architecture pointers,"['c', 'architecture', 'pointers']",['c']
982,asp.net-mvc open-source subsonic licensing argotic,"['asp.net-mvc', 'open-source', 'subsonic', 'licensing', 'argotic']",[]
983,java java-native-interface twain image-scanner,"['java', 'java-native-interface', 'twain', 'image-scanner']",['java']
984,c# xml xpath namespaces,"['c#', 'xml', 'xpath', 'namespaces']","['c#', 'xml']"
985,windows performance sysadmin,"['windows', 'performance', 'sysadmin']","['windows', 'performance']"
986,algorithm numbers,"['algorithm', 'numbers']",[]
987,c++ templates base-class class-members name-lookup,"['c++', 'templates', 'base-class', 'class-members', 'name-lookup']",['c++']
988,c# wpf mfc,"['c#', 'wpf', 'mfc']",['c#']
989,sql-server sql-server-2008,"['sql-server', 'sql-server-2008']",['sql-server']
990,.net visual-studio windows-installer installation projects,"['.net', 'visual-studio', 'windows-installer', 'installation', 'projects']","['.net', 'visual-studio']"
991,sharepoint automation sharepoint-wiki,"['sharepoint', 'automation', 'sharepoint-wiki']",[]
992,c++ string unicode,"['c++', 'string', 'unicode']",['c++']
993,asp.net ajax optimization performance,"['asp.net', 'ajax', 'optimization', 'performance']","['asp.net', 'performance']"
994,keyboard dvorak qwerty,"['keyboard', 'dvorak', 'qwerty']",[]
995,c# wpf data-binding,"['c#', 'wpf', 'data-binding']",['c#']
996,php,['php'],['php']
997,java .net web-services cxf axis,"['java', '.net', 'web-services', 'cxf', 'axis']","['java', '.net']"
998,c++ performance optimization stl c++-faq,"['c++', 'performance', 'optimization', 'stl', 'c++-faq']","['c++', 'performance']"
999,macos adobe applescript adobe-indesign,"['macos', 'adobe', 'applescript', 'adobe-indesign']",[]
1000,c# asp.net outputcache,"['c#', 'asp.net', 'outputcache']","['c#', 'asp.net']"
1001,language-agnostic design-patterns,"['language-agnostic', 'design-patterns']",['language-agnostic']
1002,email wiki mime wiki-engine,"['email', 'wiki', 'mime', 'wiki-engine']",[]
1003,sql database performance,"['sql', 'database', 'performance']","['sql', 'database', 'performance']"
1004,sql-server sql-server-2005,"['sql-server', 'sql-server-2005']",['sql-server']
1005,c# vb.net comparison,"['c#', 'vb.net', 'comparison']",['c#']
1006,c++ string,"['c++', 'string']",['c++']
1007,sharepoint,['sharepoint'],[]
1008,design-patterns fileparse,"['design-patterns', 'fileparse']",[]
1009,internet-explorer unicode,"['internet-explorer', 'unicode']",[]
1010,windows-vista efs,"['windows-vista', 'efs']",[]
1011,msbuild virtualization hyper-v,"['msbuild', 'virtualization', 'hyper-v']",[]
1012,c# .net exception encryption,"['c#', '.net', 'exception', 'encryption']","['c#', '.net']"
1013,iis publish,"['iis', 'publish']",[]
1014,c# .net directory,"['c#', '.net', 'directory']","['c#', '.net']"
1015,.net performance,"['.net', 'performance']","['.net', 'performance']"
1016,windows deployment compatibility,"['windows', 'deployment', 'compatibility']",['windows']
1017,c# .net web-services,"['c#', '.net', 'web-services']","['c#', '.net']"
1018,c# asp.net powershell active-directory,"['c#', 'asp.net', 'powershell', 'active-directory']","['c#', 'asp.net']"
1019,html css indentation,"['html', 'css', 'indentation']","['html', 'css']"
1020,language-agnostic design-patterns singleton,"['language-agnostic', 'design-patterns', 'singleton']",['language-agnostic']
1021,c++ inheritance oop polymorphism,"['c++', 'inheritance', 'oop', 'polymorphism']",['c++']
1022,svn tfs cruisecontrol.net fogbugz,"['svn', 'tfs', 'cruisecontrol.net', 'fogbugz']",['svn']
1023,.net database change-management,"['.net', 'database', 'change-management']","['.net', 'database']"
1024,web-services,['web-services'],[]
1025,.net strongname sn.exe,"['.net', 'strongname', 'sn.exe']",['.net']
1026,authentication openid,"['authentication', 'openid']",[]
1027,asp.net-mvc rss,"['asp.net-mvc', 'rss']",[]
1028,php mysql iis-7,"['php', 'mysql', 'iis-7']","['php', 'mysql']"
1029,c# asp.net asp.net-mvc routing,"['c#', 'asp.net', 'asp.net-mvc', 'routing']","['c#', 'asp.net']"
1030,java sockets ip router,"['java', 'sockets', 'ip', 'router']",['java']
1031,asp.net error-handling nlog health-monitoring,"['asp.net', 'error-handling', 'nlog', 'health-monitoring']",['asp.net']
1032,html http forms post upload,"['html', 'http', 'forms', 'post', 'upload']",['html']
1033,localization internationalization timezone globalization,"['localization', 'internationalization', 'timezone', 'globalization']",[]
1034,architecture system-integration,"['architecture', 'system-integration']",[]
1035,automation installation debian samba,"['automation', 'installation', 'debian', 'samba']",[]
1036,open-source,['open-source'],[]
1037,windows windows-xp crash-dumps bsod,"['windows', 'windows-xp', 'crash-dumps', 'bsod']",['windows']
1038,c# .net unit-testing timer,"['c#', '.net', 'unit-testing', 'timer']","['c#', '.net', 'unit-testing']"
1039,c# .net inheritance constructor,"['c#', '.net', 'inheritance', 'constructor']","['c#', '.net']"
1040,.net obfuscation,"['.net', 'obfuscation']",['.net']
1041,java obfuscation,"['java', 'obfuscation']",['java']
1042,perl map,"['perl', 'map']",[]
1043,c# .net serialization assemblies,"['c#', '.net', 'serialization', 'assemblies']","['c#', '.net']"
1044,database production,"['database', 'production']",['database']
1045,.net entity-framework schema,"['.net', 'entity-framework', 'schema']",['.net']
1046,java xml json cross-platform configuration-files,"['java', 'xml', 'json', 'cross-platform', 'configuration-files']","['java', 'xml']"
1047,multithreading unit-testing,"['multithreading', 'unit-testing']",['unit-testing']
1048,.net svn versioning,"['.net', 'svn', 'versioning']","['.net', 'svn']"
1049,architecture module namespaces legacy,"['architecture', 'module', 'namespaces', 'legacy']",[]
1050,asp.net performance .net-3.5 content-management-system n2,"['asp.net', 'performance', '.net-3.5', 'content-management-system', 'n2']","['asp.net', 'performance']"
1051,charts timeline,"['charts', 'timeline']",[]
1052,c# serialization,"['c#', 'serialization']",['c#']
1053,c++ winapi macos porting fopen,"['c++', 'winapi', 'macos', 'porting', 'fopen']",['c++']
1054,vbscript wmi,"['vbscript', 'wmi']",[]
1055,c++ c main,"['c++', 'c', 'main']","['c++', 'c']"
1056,php windows curl,"['php', 'windows', 'curl']","['php', 'windows']"
1057,.net memory dispose,"['.net', 'memory', 'dispose']",['.net']
1058,visual-studio-2008 xslt visual-sourcesafe-plugin,"['visual-studio-2008', 'xslt', 'visual-sourcesafe-plugin']",[]
1059,sql unit-testing linq-to-sql,"['sql', 'unit-testing', 'linq-to-sql']","['sql', 'unit-testing']"
1060,asp.net virtualpathprovider,"['asp.net', 'virtualpathprovider']",['asp.net']
1061,asp.net session cluster-computing failover session-replication,"['asp.net', 'session', 'cluster-computing', 'failover', 'session-replication']",['asp.net']
1062,visual-studio-2008 visual-studio-2008-sp1,"['visual-studio-2008', 'visual-studio-2008-sp1']",[]
1063,asp.net multithreading,"['asp.net', 'multithreading']",['asp.net']
1064,msbuild clickonce cruisecontrol.net publish,"['msbuild', 'clickonce', 'cruisecontrol.net', 'publish']",[]
1065,c file directory cross-platform common-tasks,"['c', 'file', 'directory', 'cross-platform', 'common-tasks']",['c']
1066,xml emacs editor,"['xml', 'emacs', 'editor']",['xml']
1067,xml rss atom-feed,"['xml', 'rss', 'atom-feed']",['xml']
1068,oop recursion polymorphism binary-tree,"['oop', 'recursion', 'polymorphism', 'binary-tree']",[]
1069,testing automation,"['testing', 'automation']",[]
1070,sql-server datepart,"['sql-server', 'datepart']",['sql-server']
1071,cross-browser tibco,"['cross-browser', 'tibco']",[]
1072,ruby syntax,"['ruby', 'syntax']",['ruby']
1073,unit-testing testing sorting,"['unit-testing', 'testing', 'sorting']",['unit-testing']
1074,php performance,"['php', 'performance']","['php', 'performance']"
1075,sql-server visual-studio-2005 ssas trace olap,"['sql-server', 'visual-studio-2005', 'ssas', 'trace', 'olap']",['sql-server']
1076,python xml lxml,"['python', 'xml', 'lxml']","['python', 'xml']"
1077,python doctest,"['python', 'doctest']",['python']
1078,.net xml msxml,"['.net', 'xml', 'msxml']","['.net', 'xml']"
1079,algorithm calendar,"['algorithm', 'calendar']",[]
1080,sql mysql emacs,"['sql', 'mysql', 'emacs']","['sql', 'mysql']"
1081,c++ winapi ini fileparse,"['c++', 'winapi', 'ini', 'fileparse']",['c++']
1082,perl numbers,"['perl', 'numbers']",[]
1083,php mysql orm mysqli,"['php', 'mysql', 'orm', 'mysqli']","['php', 'mysql']"
1084,php image gd jpeg,"['php', 'image', 'gd', 'jpeg']",['php']
1085,language-agnostic,['language-agnostic'],['language-agnostic']
1086,c# asp.net asp.net-ajax,"['c#', 'asp.net', 'asp.net-ajax']","['c#', 'asp.net']"
1087,asp.net ironpython,"['asp.net', 'ironpython']",['asp.net']
1088,c# .net wcf web-services datatable,"['c#', '.net', 'wcf', 'web-services', 'datatable']","['c#', '.net']"
1089,php encoding,"['php', 'encoding']",['php']
1090,html semantic-markup,"['html', 'semantic-markup']",['html']
1091,javascript jquery html internet-explorer,"['javascript', 'jquery', 'html', 'internet-explorer']","['javascript', 'html']"
1092,testing process automation,"['testing', 'process', 'automation']",[]
1093,c# orm null dbnull,"['c#', 'orm', 'null', 'dbnull']",['c#']
1094,mercurial,['mercurial'],[]
1095,sql database oracle indexing db2,"['sql', 'database', 'oracle', 'indexing', 'db2']","['sql', 'database']"
1096,mercurial,['mercurial'],[]
1097,java php jsp tomcat,"['java', 'php', 'jsp', 'tomcat']","['java', 'php']"
1098,mysql database denormalization,"['mysql', 'database', 'denormalization']","['mysql', 'database']"
1099,php email,"['php', 'email']",['php']
1100,sql-server,['sql-server'],['sql-server']
1101,java profiling,"['java', 'profiling']",['java']
1102,cross-platform,['cross-platform'],[]
1103,php caching zend-optimizer,"['php', 'caching', 'zend-optimizer']",['php']
1104,sql-server replication,"['sql-server', 'replication']",['sql-server']
1105,.net web-services soap wsdl,"['.net', 'web-services', 'soap', 'wsdl']",['.net']
1106,php,['php'],['php']
1107,javascript namespaces,"['javascript', 'namespaces']",['javascript']
1108,svn,['svn'],['svn']
1109,.net class struct value-type reference-type,"['.net', 'class', 'struct', 'value-type', 'reference-type']",['.net']
1110,language-agnostic boxing glossary unboxing,"['language-agnostic', 'boxing', 'glossary', 'unboxing']",['language-agnostic']
1111,c# .net vb.net,"['c#', '.net', 'vb.net']","['c#', '.net']"
1112,delphi,['delphi'],[]
1113,c# .net http,"['c#', '.net', 'http']","['c#', '.net']"
1114,php arrays coding-style,"['php', 'arrays', 'coding-style']",['php']
1115,c++ c archive,"['c++', 'c', 'archive']","['c++', 'c']"
1116,c# .net multithreading exception,"['c#', '.net', 'multithreading', 'exception']","['c#', '.net']"
1117,continuous-integration bug-tracking fogbugz cruisecontrol.rb,"['continuous-integration', 'bug-tracking', 'fogbugz', 'cruisecontrol.rb']",[]
1118,ruby-on-rails ruby linux ubuntu cron,"['ruby-on-rails', 'ruby', 'linux', 'ubuntu', 'cron']","['ruby', 'linux']"
1119,url rewrite,"['url', 'rewrite']",[]
1120,c# silverlight,"['c#', 'silverlight']",['c#']
1121,asp.net mobile mobile-website,"['asp.net', 'mobile', 'mobile-website']",['asp.net']
1122,java jsp internationalization struts,"['java', 'jsp', 'internationalization', 'struts']",['java']
1123,ruby-on-rails ruby authentication openid,"['ruby-on-rails', 'ruby', 'authentication', 'openid']",['ruby']
1124,internationalization multilingual,"['internationalization', 'multilingual']",[]
1125,php performance codeigniter benchmarking,"['php', 'performance', 'codeigniter', 'benchmarking']","['php', 'performance']"
1126,asp.net system.drawing,"['asp.net', 'system.drawing']",['asp.net']
1127,estimation time-management,"['estimation', 'time-management']",[]
1128,user-interface hardware monitor environment,"['user-interface', 'hardware', 'monitor', 'environment']",[]
1129,database database-design multi-tenant,"['database', 'database-design', 'multi-tenant']",['database']
